Category ID,Category Name,Item Sort Order
,,Frito Lay: Fritos - Corn Original Chips 9 1/4oz Bag
,,Frito Lay: Lay's - Dill Pickle Chips 2.5oz Bag
,,Frito Lay: Doritos - Sweet Spicy Chili Chips 9 1/4 oz Bag
,,Frito Lay: Cheetos - Cheddar Jalapeno 3 1/4 oz Bag
,,Frito Lay: Cheetos - Puffs Cheese Flaming Hot 2 5/8 oz Bag
,,Frito Lay: Cheetos - Crunchy Flaming Hot Limon Flavor 3 1/4 oz Bag
,,"Frito Lay: Baken-Ets Chicharrones Fried Pork Skins ,Hot N Spicy 4 oz Bag"
,,Frito Lay: Doritos - Ultimate Cheddar Chips 2 3/4 oz Bag
,,Frito Lay: Ruffles - All Dressed Chips 2 1/2 oz Bag
,,Frito Lay: Turbos Flamas 4oz
,,General Mills: Bugles Ranch 3 oz Bag (CGD)
,,Frito Lay : Lay's - Classic Original Chips 2 1/2 oz Bag
,,Frito Lay: Ruffles - Cheddar & Sour Cream Chips 2 1/4 oz Bag
,,Frito Lay: Cheetos - Flaming Hot Crunchy 2 7/8 oz Bag
,,Frito Lay: Cheetos - Puffs Cheese Original 2 1/2 oz Bag
,,Frito Lay: Lay's - Barbecue Chips 2 1/2 oz Bag
,,Frito Lay: Ruffles - Sour Cream & Onion Chips 2 1/4 oz Bag
,,Frito Lay: Doritos - Sweet Spicy Chili Chips 2 5/8  oz Bag
,,Frito Lay: Munchos - Potato Crisps 4 1/4 oz Bag
,,Frito Lay: Doritos - Spicy Nacho Chips 2 5/8 oz Bag
,,Frito Lay: Ruffles - Queso Cheese Chips 2 1/4 oz Bag
,,Frito Lay: Funyuns - Onion Flavored Rings 5 1/4 oz Bag
,,Frito Lay: Cheetos - Cheddar Jalapeno 2 7/8 oz Bag
,,Frito Lay: Lay's - Sour Cream & Onion Chips 2 1/2 oz Bag
,,Frito Lay: Lays - Classic Chips 8 oz Bag
,,
8JP41NQTHFPZ2,Snacks - Nuts,David: Sunflower Seeds - Jumbo Ranch 5.25 oz Bag (CGD)
,,Planters: Salted Peanuts 6 oz Bag (CGD)
,,Planters: Honey Roasted Peanuts 6 oz Bag (CGD)
,,David: Sunflower Seeds - Jumbo Sweet & Salty 5.25 oz Bag (CGD)
,,David: Sunflower Seeds - Jumbo Cracked Pepper 5.25 oz Bag (CGD)
,,David: Sunflower Seeds - Jumbo Sweet & Spicy 5.25 oz Bag (CGD)
,,David: Sunflower Seeds - Jumbo Bar-B-Q 5.75 oz Bag (CGD)
,,Planters: Nuts & Choclate Trail Mix 1.7 oz Bag (CGD)
,,Planters: Honey Roasted Peanuts 1.75 oz Pre-Priced Bag (CGD)
,,Planters: Salted Peanuts 1.75 oz Pre-Priced Bag (CGD)
,,Planters: Heat Peanuts 1.75 oz Pre-Priced Bag (CGD)
,,Planters: Salted Dry Roasted Peanuts 6 oz Bag (CGD)
,,Planters: Salted Dry Roasted Peanuts 1.75 oz Pre-Priced Bag (CGD)
,,Planters: Peanut Butter Choclate Trail Mix 6 oz Bag (CGD)
,,Planters: Nuts & Choclate Trail Mix 6 oz Bag (CGD)
,,Planters: Honey Roasted Cashews 1.5 oz Bag (CGD)
,,Planters: Salted Cashews 1.5 oz Bag (CGD)
,,Planters: Salted Cashews 2.25 oz Bag (CGD)
,,Planters:Hot & Spicy Cashews 2.25 oz Bag (CGD)
,,Planters: Honey Roasted Cashews 3 oz Bag (CGD)
,,
7NTC9CCABJQG4,Snacks - Organic / Vegan / Gluten Free,Nora Snacks: Tampura Seaweed Spicy Flavor 1.6 oz pk (RFD)
,,Nora Snacks: Crispy Seaweed Original Flavor 1.13 oz pk (RFD)
,,Nora Snacks: Crispy Seaweed Spicy Flavor 1.13 oz pk (RFD)
,,Nora Snacks: Tempura Seaweed Original Flavor 1.6 oz pk (RFD)
,,Tate's: Gluten Free Chocolate Chip Cookies 7 oz Bag (RFD)
,,Tate's: Chocolate Chip Cookies 7 oz Bag (RFD)
,,Frito Lay: Smartfood - White Cheddar Popcorn 6 3/4 oz Bag
,,
0B2HY8D71K9FY,Popular Items,
,,
